date,theme,ic
2018-03-20,Size,0.012166
2018-03-20,Liquidity & volume,0.003392
2018-03-20,Market correlation,-0.045208
2018-03-20,Short positioning,0.015109
2018-03-27,Momentum & trend,-0.019621
2018-03-27,Short-term reversal,-0.069434
2018-03-27,Volatility,0.098761
2018-03-27,Size,0.038971
2018-03-27,Liquidity & volume,-0.006490
2018-03-27,Market correlation,0.030400
2018-03-27,Short positioning,0.044323
2018-04-04,Momentum & trend,0.077126
2018-04-04,Short-term reversal,0.020508
2018-04-04,Volatility,-0.006606
2018-04-04,Size,-0.008912
2018-04-04,Liquidity & volume,-0.064762
2018-04-04,Market correlation,-0.006101
2018-04-04,Short positioning,-0.000952
2018-04-11,Momentum & trend,0.145165
2018-04-11,Short-term reversal,-0.035474
2018-04-11,Volatility,-0.018693
2018-04-11,Size,0.050586
2018-04-11,Liquidity & volume,-0.024356
2018-04-11,Market correlation,0.076028
2018-04-11,Short positioning,0.039733
2018-04-18,Momentum & trend,0.053660
2018-04-18,Short-term reversal,0.022952
2018-04-18,Volatility,-0.120169
2018-04-18,Size,-0.062897
2018-04-18,Liquidity & volume,-0.048216
2018-04-18,Market correlation,-0.006663
2018-04-18,Short positioning,-0.008833
2018-04-25,Momentum & trend,0.135693
2018-04-25,Short-term reversal,0.054491
2018-04-25,Volatility,-0.103470
2018-04-25,Size,0.005413
2018-04-25,Liquidity & volume,-0.022268
2018-04-25,Market correlation,0.054325
2018-04-25,Short positioning,0.032124
2018-05-02,Momentum & trend,0.102009
2018-05-02,Short-term reversal,-0.088344
2018-05-02,Volatility,-0.012538
2018-05-02,Size,0.039913
2018-05-02,Liquidity & volume,-0.032798
2018-05-02,Market correlation,0.018369
2018-05-02,Short positioning,-0.003324
2018-05-09,Momentum & trend,0.033274
2018-05-09,Short-term reversal,-0.067895
2018-05-09,Volatility,0.028042
2018-05-09,Size,0.006148
2018-05-09,Liquidity & volume,-0.049358
2018-05-09,Market correlation,-0.019297
2018-05-09,Short positioning,-0.028744
2018-05-16,Momentum & trend,0.096039
2018-05-16,Short-term reversal,-0.056663
2018-05-16,Volatility,0.072109
2018-05-16,Size,0.036445
2018-05-16,Liquidity & volume,-0.101144
2018-05-16,Market correlation,-0.029309
2018-05-16,Short positioning,-0.032765
2018-05-23,Momentum & trend,-0.069713
2018-05-23,Short-term reversal,-0.072551
2018-05-23,Volatility,-0.043895
2018-05-23,Size,-0.111228
2018-05-23,Liquidity & volume,-0.162591
2018-05-23,Market correlation,-0.168193
2018-05-23,Short positioning,-0.132281
2018-05-31,Momentum & trend,-0.155970
2018-05-31,Short-term reversal,-0.017181
2018-05-31,Volatility,0.046598
2018-05-31,Size,-0.100848
2018-05-31,Liquidity & volume,-0.070467
2018-05-31,Market correlation,-0.181390
2018-05-31,Short positioning,-0.123847
2018-06-07,Momentum & trend,-0.192375
2018-06-07,Short-term reversal,0.030506
2018-06-07,Volatility,0.040650
2018-06-07,Size,-0.173294
2018-06-07,Liquidity & volume,-0.121080
2018-06-07,Market correlation,-0.262752
2018-06-07,Short positioning,-0.165335
2018-06-14,Momentum & trend,-0.165144
2018-06-14,Short-term reversal,-0.023480
2018-06-14,Volatility,0.102263
2018-06-14,Size,-0.061245
2018-06-14,Liquidity & volume,-0.013331
2018-06-14,Market correlation,-0.154828
2018-06-14,Short positioning,-0.089234
2018-06-21,Momentum & trend,0.009084
2018-06-21,Short-term reversal,0.032557
2018-06-21,Volatility,0.180933
2018-06-21,Size,0.104977
2018-06-21,Liquidity & volume,0.068587
2018-06-21,Market correlation,0.012672
2018-06-21,Short positioning,-0.017514
2018-06-28,Momentum & trend,0.036425
2018-06-28,Short-term reversal,0.067179
2018-06-28,Volatility,0.147051
2018-06-28,Size,0.126382
2018-06-28,Liquidity & volume,0.130572
2018-06-28,Market correlation,0.100459
2018-06-28,Short positioning,0.087939
2018-07-06,Momentum & trend,0.011179
2018-07-06,Short-term reversal,0.046141
2018-07-06,Volatility,0.160718
2018-07-06,Size,0.107148
2018-07-06,Liquidity & volume,0.193156
2018-07-06,Market correlation,0.122697
2018-07-06,Short positioning,0.110668
2018-07-13,Momentum & trend,0.023408
2018-07-13,Short-term reversal,0.017317
2018-07-13,Volatility,0.100827
2018-07-13,Size,0.077718
2018-07-13,Liquidity & volume,0.090574
2018-07-13,Market correlation,0.029453
2018-07-13,Short positioning,0.055359
2018-07-20,Momentum & trend,-0.021179
2018-07-20,Short-term reversal,-0.001814
2018-07-20,Volatility,0.106996
2018-07-20,Size,0.062175
2018-07-20,Liquidity & volume,0.113961
2018-07-20,Market correlation,-0.024589
2018-07-20,Short positioning,0.039312
2018-07-27,Momentum & trend,0.127745
2018-07-27,Short-term reversal,0.031625
2018-07-27,Volatility,0.062486
2018-07-27,Size,0.019213
2018-07-27,Liquidity & volume,-0.082206
2018-07-27,Market correlation,-0.099950
2018-07-27,Short positioning,-0.077095
2018-08-03,Momentum & trend,0.198615
2018-08-03,Short-term reversal,-0.041142
2018-08-03,Volatility,0.011615
2018-08-03,Size,0.062351
2018-08-03,Liquidity & volume,-0.050045
2018-08-03,Market correlation,-0.066637
2018-08-03,Short positioning,-0.013074
2018-08-10,Momentum & trend,0.071635
2018-08-10,Short-term reversal,-0.174730
2018-08-10,Volatility,0.105262
2018-08-10,Size,0.104372
2018-08-10,Liquidity & volume,-0.010199
2018-08-10,Market correlation,-0.021550
2018-08-10,Short positioning,-0.042735
2018-08-17,Momentum & trend,0.059719
2018-08-17,Short-term reversal,-0.073145
2018-08-17,Volatility,0.102310
2018-08-17,Size,0.064906
2018-08-17,Liquidity & volume,-0.010509
2018-08-17,Market correlation,0.012418
2018-08-17,Short positioning,-0.027676
2018-08-24,Momentum & trend,-0.056478
2018-08-24,Short-term reversal,-0.083548
2018-08-24,Volatility,0.104409
2018-08-24,Size,0.081365
2018-08-24,Liquidity & volume,0.084165
2018-08-24,Market correlation,0.062662
2018-08-24,Short positioning,0.043769
2018-08-31,Momentum & trend,0.042580
2018-08-31,Short-term reversal,-0.034341
2018-08-31,Volatility,0.123899
2018-08-31,Size,0.097037
2018-08-31,Liquidity & volume,0.110617
2018-08-31,Market correlation,0.035012
2018-08-31,Short positioning,0.135754
2018-09-10,Momentum & trend,-0.087572
2018-09-10,Short-term reversal,0.066641
2018-09-10,Volatility,0.089434
2018-09-10,Size,0.035509
2018-09-10,Liquidity & volume,0.173183
2018-09-10,Market correlation,0.005017
2018-09-10,Short positioning,0.178761
2018-09-17,Momentum & trend,-0.066506
2018-09-17,Short-term reversal,0.041019
2018-09-17,Volatility,-0.069407
2018-09-17,Size,-0.052078
2018-09-17,Liquidity & volume,0.069523
2018-09-17,Market correlation,-0.119469
2018-09-17,Short positioning,0.116431
2018-09-24,Momentum & trend,0.102187
2018-09-24,Short-term reversal,-0.051925
2018-09-24,Volatility,0.073598
2018-09-24,Size,0.058071
2018-09-24,Liquidity & volume,0.060812
2018-09-24,Market correlation,-0.168623
2018-09-24,Short positioning,0.070953
2018-10-01,Momentum & trend,-0.012702
2018-10-01,Short-term reversal,0.015892
2018-10-01,Volatility,0.036124
2018-10-01,Size,-0.017718
2018-10-01,Liquidity & volume,0.090858
2018-10-01,Market correlation,-0.122224
2018-10-01,Short positioning,-0.013914
2018-10-08,Momentum & trend,-0.011142
2018-10-08,Short-term reversal,0.025830
2018-10-08,Volatility,-0.029780
2018-10-08,Size,-0.072210
2018-10-08,Liquidity & volume,0.041539
2018-10-08,Market correlation,-0.093756
2018-10-08,Short positioning,-0.038859
2018-10-15,Momentum & trend,0.056802
2018-10-15,Short-term reversal,-0.100079
2018-10-15,Volatility,0.213780
2018-10-15,Size,0.121143
2018-10-15,Liquidity & volume,0.129270
2018-10-15,Market correlation,-0.014326
2018-10-15,Short positioning,0.030845
2018-10-22,Momentum & trend,-0.090258
2018-10-22,Short-term reversal,-0.072313
2018-10-22,Volatility,0.212529
2018-10-22,Size,0.057632
2018-10-22,Liquidity & volume,0.145223
2018-10-22,Market correlation,0.005818
2018-10-22,Short positioning,-0.001892
2018-10-29,Momentum & trend,-0.126280
2018-10-29,Short-term reversal,-0.084037
2018-10-29,Volatility,0.149740
2018-10-29,Size,0.044321
2018-10-29,Liquidity & volume,0.117339
2018-10-29,Market correlation,0.038070
2018-10-29,Short positioning,-0.029156
2018-11-05,Momentum & trend,0.154500
2018-11-05,Short-term reversal,-0.016982
2018-11-05,Volatility,0.204912
2018-11-05,Size,0.206674
2018-11-05,Liquidity & volume,0.092686
2018-11-05,Market correlation,-0.055697
2018-11-05,Short positioning,0.008218
2018-11-12,Momentum & trend,0.115698
2018-11-12,Short-term reversal,-0.019557
2018-11-12,Volatility,0.009219
2018-11-12,Size,0.089610
2018-11-12,Liquidity & volume,-0.035139
2018-11-12,Market correlation,-0.055440
2018-11-12,Short positioning,-0.060224
2018-11-19,Momentum & trend,0.193296
2018-11-19,Short-term reversal,0.092667
2018-11-19,Volatility,-0.091574
2018-11-19,Size,0.073599
2018-11-19,Liquidity & volume,-0.016856
2018-11-19,Market correlation,-0.023093
2018-11-19,Short positioning,0.037450
2018-11-27,Momentum & trend,0.176204
2018-11-27,Short-term reversal,-0.022244
2018-11-27,Volatility,-0.036417
2018-11-27,Size,0.127951
2018-11-27,Liquidity & volume,0.046301
2018-11-27,Market correlation,0.023115
2018-11-27,Short positioning,0.090215
2018-12-04,Momentum & trend,-0.087299
2018-12-04,Short-term reversal,-0.016730
2018-12-04,Volatility,-0.120529
2018-12-04,Size,-0.059427
2018-12-04,Liquidity & volume,-0.014022
2018-12-04,Market correlation,0.003517
2018-12-04,Short positioning,0.031257
2018-12-12,Momentum & trend,-0.232273
2018-12-12,Short-term reversal,0.114897
2018-12-12,Volatility,-0.189978
2018-12-12,Size,-0.243110
2018-12-12,Liquidity & volume,-0.090754
2018-12-12,Market correlation,0.036841
2018-12-12,Short positioning,-0.012914
2018-12-19,Momentum & trend,-0.287560
2018-12-19,Short-term reversal,0.257501
2018-12-19,Volatility,-0.246275
2018-12-19,Size,-0.380595
2018-12-19,Liquidity & volume,-0.135234
2018-12-19,Market correlation,0.027881
2018-12-19,Short positioning,-0.053614
2018-12-27,Momentum & trend,-0.150227
2018-12-27,Short-term reversal,0.279717
2018-12-27,Volatility,-0.074673
2018-12-27,Size,-0.289654
2018-12-27,Liquidity & volume,-0.105066
2018-12-27,Market correlation,-0.068953
2018-12-27,Short positioning,-0.056456
2019-01-04,Momentum & trend,0.015784
2019-01-04,Short-term reversal,0.145790
2019-01-04,Volatility,0.064300
2019-01-04,Size,-0.011290
2019-01-04,Liquidity & volume,-0.058365
2019-01-04,Market correlation,0.047306
2019-01-04,Short positioning,-0.044946
2019-01-11,Momentum & trend,0.125915
2019-01-11,Short-term reversal,0.097874
2019-01-11,Volatility,0.121225
2019-01-11,Size,0.142137
2019-01-11,Liquidity & volume,-0.015904
2019-01-11,Market correlation,0.016991
2019-01-11,Short positioning,0.000425
2019-01-18,Momentum & trend,0.067149
2019-01-18,Short-term reversal,0.035055
2019-01-18,Volatility,0.122052
2019-01-18,Size,0.126158
2019-01-18,Liquidity & volume,0.001358
2019-01-18,Market correlation,0.062808
2019-01-18,Short positioning,0.008938
2019-01-28,Momentum & trend,0.126289
2019-01-28,Short-term reversal,0.072467
2019-01-28,Volatility,0.094496
2019-01-28,Size,0.170344
2019-01-28,Liquidity & volume,0.055853
2019-01-28,Market correlation,0.173658
2019-01-28,Short positioning,0.027296
2019-02-04,Momentum & trend,0.096812
2019-02-04,Short-term reversal,-0.044721
2019-02-04,Volatility,0.111802
2019-02-04,Size,0.164400
2019-02-04,Liquidity & volume,0.027556
2019-02-04,Market correlation,0.125016
2019-02-04,Short positioning,-0.014901
2019-02-11,Momentum & trend,0.136690
2019-02-11,Short-term reversal,-0.000020
2019-02-11,Volatility,0.107014
2019-02-11,Size,0.186210
2019-02-11,Liquidity & volume,0.119425
2019-02-11,Market correlation,0.161837
2019-02-11,Short positioning,0.024838
2019-02-19,Momentum & trend,0.191894
2019-02-19,Short-term reversal,0.035038
2019-02-19,Volatility,0.130842
2019-02-19,Size,0.232448
2019-02-19,Liquidity & volume,0.095455
2019-02-19,Market correlation,0.125031
2019-02-19,Short positioning,0.022504
2019-02-26,Momentum & trend,0.251319
2019-02-26,Short-term reversal,-0.043869
2019-02-26,Volatility,0.203556
2019-02-26,Size,0.320998
2019-02-26,Liquidity & volume,0.110368
2019-02-26,Market correlation,0.023949
2019-02-26,Short positioning,0.056335
2019-03-05,Momentum & trend,0.194680
2019-03-05,Short-term reversal,-0.071563
2019-03-05,Volatility,0.136965
2019-03-05,Size,0.237406
2019-03-05,Liquidity & volume,0.122443
2019-03-05,Market correlation,0.070366
2019-03-05,Short positioning,0.092496
2019-03-12,Momentum & trend,0.069136
2019-03-12,Short-term reversal,-0.129590
2019-03-12,Volatility,0.143292
2019-03-12,Size,0.167093
2019-03-12,Liquidity & volume,0.117181
2019-03-12,Market correlation,0.087264
2019-03-12,Short positioning,0.040229
2019-03-19,Momentum & trend,0.029038
2019-03-19,Short-term reversal,-0.032976
2019-03-19,Volatility,0.114180
2019-03-19,Size,0.104863
2019-03-19,Liquidity & volume,0.043741
2019-03-19,Market correlation,0.059762
2019-03-19,Short positioning,0.026995
2019-03-26,Momentum & trend,-0.057353
2019-03-26,Short-term reversal,0.077429
2019-03-26,Volatility,0.008495
2019-03-26,Size,-0.025691
2019-03-26,Liquidity & volume,0.065143
2019-03-26,Market correlation,0.130383
2019-03-26,Short positioning,0.071332
2019-04-02,Momentum & trend,0.017047
2019-04-02,Short-term reversal,0.000679
2019-04-02,Volatility,0.054694
2019-04-02,Size,0.057755
2019-04-02,Liquidity & volume,0.031794
2019-04-02,Market correlation,0.054146
2019-04-02,Short positioning,0.043126
2019-04-09,Momentum & trend,0.107231
2019-04-09,Short-term reversal,0.050228
2019-04-09,Volatility,0.085800
2019-04-09,Size,0.092848
2019-04-09,Liquidity & volume,-0.024674
2019-04-09,Market correlation,-0.021974
2019-04-09,Short positioning,0.011549
2019-04-16,Momentum & trend,0.212126
2019-04-16,Short-term reversal,0.042326
2019-04-16,Volatility,0.165356
2019-04-16,Size,0.179552
2019-04-16,Liquidity & volume,-0.021777
2019-04-16,Market correlation,-0.087199
2019-04-16,Short positioning,-0.008752
2019-04-24,Momentum & trend,0.245265
2019-04-24,Short-term reversal,0.014744
2019-04-24,Volatility,0.200055
2019-04-24,Size,0.238806
2019-04-24,Liquidity & volume,0.033055
2019-04-24,Market correlation,-0.079350
2019-04-24,Short positioning,-0.001289
2019-05-01,Momentum & trend,0.261411
2019-05-01,Short-term reversal,-0.162984
2019-05-01,Volatility,0.171021
2019-05-01,Size,0.246713
2019-05-01,Liquidity & volume,-0.034847
2019-05-01,Market correlation,-0.083920
2019-05-01,Short positioning,-0.020836
2019-05-08,Momentum & trend,0.247258
2019-05-08,Short-term reversal,-0.335817
2019-05-08,Volatility,0.308552
2019-05-08,Size,0.371298
2019-05-08,Liquidity & volume,0.059626
2019-05-08,Market correlation,-0.006768
2019-05-08,Short positioning,0.048523
2019-05-15,Momentum & trend,0.262873
2019-05-15,Short-term reversal,-0.199117
2019-05-15,Volatility,0.299596
2019-05-15,Size,0.352783
2019-05-15,Liquidity & volume,0.066070
2019-05-15,Market correlation,0.052326
2019-05-15,Short positioning,0.063822
2019-05-22,Momentum & trend,0.278982
2019-05-22,Short-term reversal,-0.072234
2019-05-22,Volatility,0.232978
2019-05-22,Size,0.282256
2019-05-22,Liquidity & volume,0.110810
2019-05-22,Market correlation,0.113175
2019-05-22,Short positioning,0.093032
2019-05-30,Momentum & trend,0.067750
2019-05-30,Short-term reversal,-0.094557
2019-05-30,Volatility,0.154926
2019-05-30,Size,0.127385
2019-05-30,Liquidity & volume,0.118062
2019-05-30,Market correlation,0.132001
2019-05-30,Short positioning,0.145218
2019-06-06,Momentum & trend,0.050439
2019-06-06,Short-term reversal,-0.031643
2019-06-06,Volatility,0.143870
2019-06-06,Size,0.123339
2019-06-06,Liquidity & volume,0.143433
2019-06-06,Market correlation,0.173781
2019-06-06,Short positioning,0.152849
2019-06-13,Momentum & trend,0.182562
2019-06-13,Short-term reversal,-0.056047
2019-06-13,Volatility,0.182683
2019-06-13,Size,0.223061
2019-06-13,Liquidity & volume,0.125966
2019-06-13,Market correlation,0.107045
2019-06-13,Short positioning,0.165286
2019-06-20,Momentum & trend,0.080468
2019-06-20,Short-term reversal,0.024910
2019-06-20,Volatility,0.068616
2019-06-20,Size,0.062825
2019-06-20,Liquidity & volume,0.034153
2019-06-20,Market correlation,0.008704
2019-06-20,Short positioning,0.086413
2019-06-27,Momentum & trend,0.179415
2019-06-27,Short-term reversal,0.066452
2019-06-27,Volatility,0.153320
2019-06-27,Size,0.173359
2019-06-27,Liquidity & volume,0.022554
2019-06-27,Market correlation,0.032944
2019-06-27,Short positioning,0.104408
2019-07-05,Momentum & trend,0.041609
2019-07-05,Short-term reversal,0.027840
2019-07-05,Volatility,0.021138
2019-07-05,Size,0.015618
2019-07-05,Liquidity & volume,-0.027437
2019-07-05,Market correlation,-0.109655
2019-07-05,Short positioning,0.006271
2019-07-12,Momentum & trend,0.190435
2019-07-12,Short-term reversal,0.005723
2019-07-12,Volatility,0.127187
2019-07-12,Size,0.094550
2019-07-12,Liquidity & volume,-0.049506
2019-07-12,Market correlation,-0.116417
2019-07-12,Short positioning,-0.020424
2019-07-19,Momentum & trend,0.272727
2019-07-19,Short-term reversal,-0.053962
2019-07-19,Volatility,0.227089
2019-07-19,Size,0.173607
2019-07-19,Liquidity & volume,-0.038529
2019-07-19,Market correlation,-0.079872
2019-07-19,Short positioning,-0.005188
2019-07-26,Momentum & trend,0.321027
2019-07-26,Short-term reversal,-0.051889
2019-07-26,Volatility,0.224337
2019-07-26,Size,0.188108
2019-07-26,Liquidity & volume,-0.023967
2019-07-26,Market correlation,-0.085560
2019-07-26,Short positioning,0.009933
2019-08-02,Momentum & trend,0.294385
2019-08-02,Short-term reversal,-0.219557
2019-08-02,Volatility,0.225538
2019-08-02,Size,0.264060
2019-08-02,Liquidity & volume,0.015283
2019-08-02,Market correlation,0.023195
2019-08-02,Short positioning,0.084478
2019-08-09,Momentum & trend,-0.138799
2019-08-09,Short-term reversal,0.111183
2019-08-09,Volatility,0.007715
2019-08-09,Size,-0.074588
2019-08-09,Liquidity & volume,0.062291
2019-08-09,Market correlation,0.097821
2019-08-09,Short positioning,0.047686
2019-08-16,Momentum & trend,-0.395491
2019-08-16,Short-term reversal,0.327641
2019-08-16,Volatility,-0.131748
2019-08-16,Size,-0.281257
2019-08-16,Liquidity & volume,0.070926
2019-08-16,Market correlation,0.099040
2019-08-16,Short positioning,-0.002045
2019-08-23,Momentum & trend,-0.244531
2019-08-23,Short-term reversal,0.136048
2019-08-23,Volatility,-0.008748
2019-08-23,Size,-0.095388
2019-08-23,Liquidity & volume,0.144991
2019-08-23,Market correlation,0.121868
2019-08-23,Short positioning,0.065496
2019-08-30,Momentum & trend,-0.318232
