date,theme,ic
2016-02-10,Short-term reversal,0.127786
2016-02-10,Volatility,-0.036719
2016-02-10,Size,-0.066173
2016-02-10,Liquidity & volume,-0.009499
2016-02-10,Market correlation,-0.024121
2016-02-10,Short positioning,-0.038067
2016-02-18,Momentum & trend,-0.006775
2016-02-18,Short-term reversal,0.116953
2016-02-18,Volatility,0.093049
2016-02-18,Size,0.040579
2016-02-18,Liquidity & volume,0.086971
2016-02-18,Market correlation,0.121831
2016-02-18,Short positioning,0.088293
2016-02-25,Momentum & trend,-0.098777
2016-02-25,Short-term reversal,0.166819
2016-02-25,Volatility,0.008393
2016-02-25,Size,-0.050422
2016-02-25,Liquidity & volume,0.060574
2016-02-25,Market correlation,0.155254
2016-02-25,Short positioning,0.059019
2016-03-03,Momentum & trend,0.220771
2016-03-03,Short-term reversal,0.213524
2016-03-03,Volatility,0.304053
2016-03-03,Size,0.268925
2016-03-03,Liquidity & volume,0.163577
2016-03-03,Market correlation,0.209832
2016-03-03,Short positioning,0.154405
2016-03-10,Momentum & trend,0.155546
2016-03-10,Short-term reversal,0.066778
2016-03-10,Volatility,0.191536
2016-03-10,Size,0.188405
2016-03-10,Liquidity & volume,0.085993
2016-03-10,Market correlation,0.185032
2016-03-10,Short positioning,0.141716
2016-03-17,Momentum & trend,-0.008143
2016-03-17,Short-term reversal,0.009288
2016-03-17,Volatility,0.041279
2016-03-17,Size,0.034990
2016-03-17,Liquidity & volume,-0.003747
2016-03-17,Market correlation,0.101080
2016-03-17,Short positioning,0.066892
2016-03-24,Momentum & trend,-0.241681
2016-03-24,Short-term reversal,-0.023565
2016-03-24,Volatility,-0.137043
2016-03-24,Size,-0.177088
2016-03-24,Liquidity & volume,-0.049778
2016-03-24,Market correlation,0.086500
2016-03-24,Short positioning,0.019402
2016-04-01,Momentum & trend,-0.236423
2016-04-01,Short-term reversal,0.074368
2016-04-01,Volatility,-0.217954
2016-04-01,Size,-0.258836
2016-04-01,Liquidity & volume,-0.080684
2016-04-01,Market correlation,-0.008016
2016-04-01,Short positioning,-0.073286
2016-04-08,Momentum & trend,-0.098758
2016-04-08,Short-term reversal,0.027035
2016-04-08,Volatility,-0.010008
2016-04-08,Size,-0.066302
2016-04-08,Liquidity & volume,0.005043
2016-04-08,Market correlation,0.083374
2016-04-08,Short positioning,-0.033846
2016-04-15,Momentum & trend,0.128862
2016-04-15,Short-term reversal,0.058517
2016-04-15,Volatility,0.153998
2016-04-15,Size,0.126095
2016-04-15,Liquidity & volume,0.003404
2016-04-15,Market correlation,0.049989
2016-04-15,Short positioning,-0.013176
2016-04-22,Momentum & trend,0.216401
2016-04-22,Short-term reversal,0.112926
2016-04-22,Volatility,0.204754
2016-04-22,Size,0.210043
2016-04-22,Liquidity & volume,-0.005874
2016-04-22,Market correlation,0.059809
2016-04-22,Short positioning,-0.031264
2016-04-29,Momentum & trend,0.233849
2016-04-29,Short-term reversal,0.055018
2016-04-29,Volatility,0.210129
2016-04-29,Size,0.226752
2016-04-29,Liquidity & volume,0.089799
2016-04-29,Market correlation,0.123212
2016-04-29,Short positioning,0.072027
2016-05-06,Momentum & trend,-0.064412
2016-05-06,Short-term reversal,-0.035028
2016-05-06,Volatility,-0.062834
2016-05-06,Size,-0.075342
2016-05-06,Liquidity & volume,-0.099498
2016-05-06,Market correlation,0.024928
2016-05-06,Short positioning,-0.054626
2016-05-13,Momentum & trend,-0.029230
2016-05-13,Short-term reversal,-0.005036
2016-05-13,Volatility,-0.008385
2016-05-13,Size,-0.042475
2016-05-13,Liquidity & volume,-0.035249
2016-05-13,Market correlation,-0.024190
2016-05-13,Short positioning,-0.015977
2016-05-20,Momentum & trend,0.149680
2016-05-20,Short-term reversal,0.052311
2016-05-20,Volatility,0.097667
2016-05-20,Size,0.027148
2016-05-20,Liquidity & volume,0.024701
2016-05-20,Market correlation,-0.004354
2016-05-20,Short positioning,0.020536
2016-05-27,Momentum & trend,0.175925
2016-05-27,Short-term reversal,0.000519
2016-05-27,Volatility,0.119455
2016-05-27,Size,0.094311
2016-05-27,Liquidity & volume,0.027947
2016-05-27,Market correlation,-0.139163
2016-05-27,Short positioning,-0.018573
2016-06-06,Momentum & trend,0.384701
2016-06-06,Short-term reversal,0.087626
2016-06-06,Volatility,0.343644
2016-06-06,Size,0.358576
2016-06-06,Liquidity & volume,0.119112
2016-06-06,Market correlation,0.018735
2016-06-06,Short positioning,0.099528
2016-06-13,Momentum & trend,0.172646
2016-06-13,Short-term reversal,-0.110145
2016-06-13,Volatility,0.193810
2016-06-13,Size,0.196175
2016-06-13,Liquidity & volume,0.088644
2016-06-13,Market correlation,-0.018355
2016-06-13,Short positioning,0.055579
2016-06-20,Momentum & trend,0.182305
2016-06-20,Short-term reversal,0.018024
2016-06-20,Volatility,0.204286
2016-06-20,Size,0.224166
2016-06-20,Liquidity & volume,0.181606
2016-06-20,Market correlation,0.023310
2016-06-20,Short positioning,0.089708
2016-06-27,Momentum & trend,0.013164
2016-06-27,Short-term reversal,0.098476
2016-06-27,Volatility,-0.053262
2016-06-27,Size,-0.036410
2016-06-27,Liquidity & volume,0.052340
2016-06-27,Market correlation,0.160065
2016-06-27,Short positioning,0.055600
2016-07-05,Momentum & trend,-0.089440
2016-07-05,Short-term reversal,0.132436
2016-07-05,Volatility,-0.191386
2016-07-05,Size,-0.188607
2016-07-05,Liquidity & volume,0.000282
2016-07-05,Market correlation,0.053436
2016-07-05,Short positioning,0.050372
2016-07-12,Momentum & trend,-0.078245
2016-07-12,Short-term reversal,-0.011761
2016-07-12,Volatility,-0.115185
2016-07-12,Size,-0.102935
2016-07-12,Liquidity & volume,-0.029039
2016-07-12,Market correlation,0.005694
2016-07-12,Short positioning,0.017000
2016-07-19,Momentum & trend,-0.177385
2016-07-19,Short-term reversal,-0.078265
2016-07-19,Volatility,-0.159687
2016-07-19,Size,-0.151929
2016-07-19,Liquidity & volume,-0.070106
2016-07-19,Market correlation,-0.019666
2016-07-19,Short positioning,-0.036880
2016-07-26,Momentum & trend,-0.098046
2016-07-26,Short-term reversal,-0.072369
2016-07-26,Volatility,-0.076276
2016-07-26,Size,-0.089884
2016-07-26,Liquidity & volume,-0.091059
2016-07-26,Market correlation,0.008070
2016-07-26,Short positioning,-0.012518
2016-08-02,Momentum & trend,-0.120856
2016-08-02,Short-term reversal,0.025589
2016-08-02,Volatility,-0.106970
2016-08-02,Size,-0.110375
2016-08-02,Liquidity & volume,-0.038705
2016-08-02,Market correlation,0.136814
2016-08-02,Short positioning,0.000975
2016-08-09,Momentum & trend,-0.052221
2016-08-09,Short-term reversal,-0.086325
2016-08-09,Volatility,-0.051677
2016-08-09,Size,-0.063001
2016-08-09,Liquidity & volume,-0.101807
2016-08-09,Market correlation,0.009791
2016-08-09,Short positioning,0.021467
2016-08-16,Momentum & trend,-0.063437
2016-08-16,Short-term reversal,-0.057621
2016-08-16,Volatility,-0.110090
2016-08-16,Size,-0.073832
2016-08-16,Liquidity & volume,-0.091806
2016-08-16,Market correlation,-0.052791
2016-08-16,Short positioning,0.024292
2016-08-23,Momentum & trend,0.061637
2016-08-23,Short-term reversal,0.015059
2016-08-23,Volatility,-0.027467
2016-08-23,Size,0.008670
2016-08-23,Liquidity & volume,-0.034631
2016-08-23,Market correlation,-0.034968
2016-08-23,Short positioning,0.026260
2016-08-30,Momentum & trend,0.054032
2016-08-30,Short-term reversal,0.041242
2016-08-30,Volatility,-0.071844
2016-08-30,Size,-0.055612
2016-08-30,Liquidity & volume,-0.100583
2016-08-30,Market correlation,-0.122942
2016-08-30,Short positioning,-0.049885
2016-09-07,Momentum & trend,-0.126431
2016-09-07,Short-term reversal,0.047467
2016-09-07,Volatility,-0.206569
2016-09-07,Size,-0.185482
2016-09-07,Liquidity & volume,-0.045910
2016-09-07,Market correlation,0.015604
2016-09-07,Short positioning,-0.016422
2016-09-14,Momentum & trend,0.036520
2016-09-14,Short-term reversal,0.016519
2016-09-14,Volatility,0.011069
2016-09-14,Size,-0.031371
2016-09-14,Liquidity & volume,0.007536
2016-09-14,Market correlation,0.044926
2016-09-14,Short positioning,0.024409
2016-09-21,Momentum & trend,-0.040321
2016-09-21,Short-term reversal,0.111020
2016-09-21,Volatility,-0.059608
2016-09-21,Size,-0.119795
2016-09-21,Liquidity & volume,-0.029756
2016-09-21,Market correlation,-0.011510
2016-09-21,Short positioning,-0.023164
2016-09-28,Momentum & trend,-0.116648
2016-09-28,Short-term reversal,0.010354
2016-09-28,Volatility,-0.061381
2016-09-28,Size,-0.080642
2016-09-28,Liquidity & volume,0.034879
2016-09-28,Market correlation,-0.028078
2016-09-28,Short positioning,0.044311
2016-10-05,Momentum & trend,-0.015209
2016-10-05,Short-term reversal,0.016956
2016-10-05,Volatility,0.049102
2016-10-05,Size,0.037724
2016-10-05,Liquidity & volume,0.085806
2016-10-05,Market correlation,-0.084738
2016-10-05,Short positioning,0.030401
2016-10-12,Momentum & trend,-0.042790
2016-10-12,Short-term reversal,0.059297
2016-10-12,Volatility,-0.052572
2016-10-12,Size,-0.057968
2016-10-12,Liquidity & volume,0.073733
2016-10-12,Market correlation,0.021636
2016-10-12,Short positioning,0.095156
2016-10-19,Momentum & trend,-0.139293
2016-10-19,Short-term reversal,0.074074
2016-10-19,Volatility,-0.102775
2016-10-19,Size,-0.126172
2016-10-19,Liquidity & volume,0.060226
2016-10-19,Market correlation,0.058892
2016-10-19,Short positioning,0.029696
2016-10-26,Momentum & trend,-0.089580
2016-10-26,Short-term reversal,-0.016540
2016-10-26,Volatility,-0.066066
2016-10-26,Size,-0.072428
2016-10-26,Liquidity & volume,0.024134
2016-10-26,Market correlation,0.082720
2016-10-26,Short positioning,0.010276
2016-11-02,Momentum & trend,-0.084485
2016-11-02,Short-term reversal,-0.035066
2016-11-02,Volatility,-0.010857
2016-11-02,Size,-0.092862
2016-11-02,Liquidity & volume,-0.008839
2016-11-02,Market correlation,0.083519
2016-11-02,Short positioning,0.019028
2016-11-09,Momentum & trend,-0.138112
2016-11-09,Short-term reversal,-0.063502
2016-11-09,Volatility,-0.025569
2016-11-09,Size,-0.065386
2016-11-09,Liquidity & volume,-0.041304
2016-11-09,Market correlation,0.068443
2016-11-09,Short positioning,-0.028754
2016-11-16,Momentum & trend,0.029342
2016-11-16,Short-term reversal,-0.112709
2016-11-16,Volatility,0.117747
2016-11-16,Size,0.130555
2016-11-16,Liquidity & volume,0.113173
2016-11-16,Market correlation,0.136752
2016-11-16,Short positioning,0.076432
2016-11-23,Momentum & trend,0.051329
2016-11-23,Short-term reversal,-0.066436
2016-11-23,Volatility,0.167530
2016-11-23,Size,0.131490
2016-11-23,Liquidity & volume,0.152054
2016-11-23,Market correlation,0.110803
2016-11-23,Short positioning,0.066125
2016-12-01,Momentum & trend,0.117173
2016-12-01,Short-term reversal,0.101168
2016-12-01,Volatility,0.159507
2016-12-01,Size,0.151712
2016-12-01,Liquidity & volume,0.140064
2016-12-01,Market correlation,0.031570
2016-12-01,Short positioning,0.030050
2016-12-08,Momentum & trend,0.058067
2016-12-08,Short-term reversal,0.201049
2016-12-08,Volatility,0.074274
2016-12-08,Size,0.069200
2016-12-08,Liquidity & volume,0.156556
2016-12-08,Market correlation,-0.031005
2016-12-08,Short positioning,0.068601
2016-12-15,Momentum & trend,-0.054455
2016-12-15,Short-term reversal,0.136221
2016-12-15,Volatility,-0.027250
2016-12-15,Size,-0.048465
2016-12-15,Liquidity & volume,0.008721
2016-12-15,Market correlation,-0.083781
2016-12-15,Short positioning,-0.010856
2016-12-22,Momentum & trend,-0.034699
2016-12-22,Short-term reversal,0.065698
2016-12-22,Volatility,-0.062706
2016-12-22,Size,-0.044164
2016-12-22,Liquidity & volume,-0.012567
2016-12-22,Market correlation,0.000750
2016-12-22,Short positioning,-0.010266
2016-12-30,Momentum & trend,-0.013218
2016-12-30,Short-term reversal,0.067657
2016-12-30,Volatility,-0.003904
2016-12-30,Size,0.008012
2016-12-30,Liquidity & volume,0.037619
2016-12-30,Market correlation,0.049328
2016-12-30,Short positioning,0.059891
2017-01-09,Momentum & trend,0.037728
2017-01-09,Short-term reversal,-0.045199
2017-01-09,Volatility,0.063434
2017-01-09,Size,0.080582
2017-01-09,Liquidity & volume,0.024688
2017-01-09,Market correlation,0.058851
2017-01-09,Short positioning,0.034136
2017-01-17,Momentum & trend,0.063883
2017-01-17,Short-term reversal,-0.058328
2017-01-17,Volatility,0.044993
2017-01-17,Size,0.079790
2017-01-17,Liquidity & volume,0.062233
2017-01-17,Market correlation,0.119973
2017-01-17,Short positioning,0.055928
2017-01-24,Momentum & trend,-0.004705
2017-01-24,Short-term reversal,-0.002545
2017-01-24,Volatility,0.136470
2017-01-24,Size,0.118689
2017-01-24,Liquidity & volume,0.138152
2017-01-24,Market correlation,0.089541
2017-01-24,Short positioning,0.046111
2017-01-31,Momentum & trend,0.091131
2017-01-31,Short-term reversal,-0.018160
2017-01-31,Volatility,0.201590
2017-01-31,Size,0.205701
2017-01-31,Liquidity & volume,0.198011
2017-01-31,Market correlation,0.144847
2017-01-31,Short positioning,0.080033
2017-02-07,Momentum & trend,0.041998
2017-02-07,Short-term reversal,-0.059630
2017-02-07,Volatility,0.266226
2017-02-07,Size,0.278180
2017-02-07,Liquidity & volume,0.222720
2017-02-07,Market correlation,0.166034
2017-02-07,Short positioning,0.147554
2017-02-14,Momentum & trend,0.199643
2017-02-14,Short-term reversal,0.047745
2017-02-14,Volatility,0.357975
2017-02-14,Size,0.346758
2017-02-14,Liquidity & volume,0.167025
2017-02-14,Market correlation,0.112685
2017-02-14,Short positioning,0.122219
2017-02-22,Momentum & trend,0.168107
2017-02-22,Short-term reversal,0.012522
2017-02-22,Volatility,0.317218
2017-02-22,Size,0.346107
2017-02-22,Liquidity & volume,0.127226
2017-02-22,Market correlation,0.044397
2017-02-22,Short positioning,0.110511
2017-03-01,Momentum & trend,0.053636
2017-03-01,Short-term reversal,-0.038496
2017-03-01,Volatility,0.113893
2017-03-01,Size,0.129772
2017-03-01,Liquidity & volume,-0.044976
2017-03-01,Market correlation,-0.057869
2017-03-01,Short positioning,-0.021190
2017-03-08,Momentum & trend,0.063152
2017-03-08,Short-term reversal,-0.087138
2017-03-08,Volatility,0.137470
2017-03-08,Size,0.116675
2017-03-08,Liquidity & volume,-0.033218
2017-03-08,Market correlation,-0.063033
2017-03-08,Short positioning,0.008305
2017-03-15,Momentum & trend,-0.064494
2017-03-15,Short-term reversal,0.013029
2017-03-15,Volatility,-0.034374
2017-03-15,Size,-0.059228
2017-03-15,Liquidity & volume,-0.104315
2017-03-15,Market correlation,-0.151656
2017-03-15,Short positioning,-0.083278
2017-03-22,Momentum & trend,-0.090871
2017-03-22,Short-term reversal,-0.064204
2017-03-22,Volatility,-0.028089
2017-03-22,Size,-0.033846
2017-03-22,Liquidity & volume,-0.096378
2017-03-22,Market correlation,-0.059868
2017-03-22,Short positioning,-0.099322
2017-03-29,Momentum & trend,0.090495
2017-03-29,Short-term reversal,-0.025063
2017-03-29,Volatility,0.157181
2017-03-29,Size,0.162559
2017-03-29,Liquidity & volume,-0.025229
2017-03-29,Market correlation,0.043254
2017-03-29,Short positioning,-0.033913
2017-04-05,Momentum & trend,0.110690
2017-04-05,Short-term reversal,0.024234
2017-04-05,Volatility,0.112987
2017-04-05,Size,0.148455
2017-04-05,Liquidity & volume,0.016697
2017-04-05,Market correlation,0.092596
2017-04-05,Short positioning,0.004242
2017-04-12,Momentum & trend,0.140609
2017-04-12,Short-term reversal,0.014742
2017-04-12,Volatility,0.090035
2017-04-12,Size,0.143069
2017-04-12,Liquidity & volume,0.033455
2017-04-12,Market correlation,0.121004
2017-04-12,Short positioning,0.047654
2017-04-20,Momentum & trend,0.167599
2017-04-20,Short-term reversal,-0.041933
2017-04-20,Volatility,0.127904
2017-04-20,Size,0.174459
2017-04-20,Liquidity & volume,0.031139
2017-04-20,Market correlation,0.085283
2017-04-20,Short positioning,0.052514
2017-04-27,Momentum & trend,0.196567
2017-04-27,Short-term reversal,-0.074971
2017-04-27,Volatility,0.205336
2017-04-27,Size,0.259864
2017-04-27,Liquidity & volume,0.045292
2017-04-27,Market correlation,0.070938
2017-04-27,Short positioning,0.085784
2017-05-04,Momentum & trend,0.245632
2017-05-04,Short-term reversal,-0.146130
2017-05-04,Volatility,0.292459
2017-05-04,Size,0.314948
2017-05-04,Liquidity & volume,0.032404
2017-05-04,Market correlation,0.074591
2017-05-04,Short positioning,0.084412
2017-05-11,Momentum & trend,0.205048
2017-05-11,Short-term reversal,-0.037508
2017-05-11,Volatility,0.259384
2017-05-11,Size,0.289205
2017-05-11,Liquidity & volume,0.084662
2017-05-11,Market correlation,0.107529
2017-05-11,Short positioning,0.116177
2017-05-18,Momentum & trend,0.141115
2017-05-18,Short-term reversal,-0.113939
2017-05-18,Volatility,0.269131
2017-05-18,Size,0.270980
2017-05-18,Liquidity & volume,0.113262
2017-05-18,Market correlation,0.111283
2017-05-18,Short positioning,0.072892
2017-05-25,Momentum & trend,0.026133
2017-05-25,Short-term reversal,-0.034411
2017-05-25,Volatility,0.105214
2017-05-25,Size,0.061104
2017-05-25,Liquidity & volume,-0.014153
2017-05-25,Market correlation,-0.001033
2017-05-25,Short positioning,-0.026289
2017-06-02,Momentum & trend,-0.166479
2017-06-02,Short-term reversal,0.132004
2017-06-02,Volatility,-0.156369
2017-06-02,Size,-0.169396
2017-06-02,Liquidity & volume,-0.006845
2017-06-02,Market correlation,-0.022573
2017-06-02,Short positioning,-0.033404
2017-06-09,Momentum & trend,0.006625
2017-06-09,Short-term reversal,0.025969
2017-06-09,Volatility,-0.015747
2017-06-09,Size,-0.043135
2017-06-09,Liquidity & volume,-0.020093
2017-06-09,Market correlation,0.020161
2017-06-09,Short positioning,0.049558
2017-06-16,Momentum & trend,0.055999
2017-06-16,Short-term reversal,0.143315
2017-06-16,Volatility,-0.138347
2017-06-16,Size,-0.136737
2017-06-16,Liquidity & volume,-0.046495
2017-06-16,Market correlation,0.021467
2017-06-16,Short positioning,0.052425
2017-06-23,Momentum & trend,-0.002897
2017-06-23,Short-term reversal,0.088089
2017-06-23,Volatility,-0.087259
2017-06-23,Size,-0.086833
2017-06-23,Liquidity & volume,-0.017707
2017-06-23,Market correlation,0.061637
2017-06-23,Short positioning,0.058837
2017-06-30,Momentum & trend,0.085123
2017-06-30,Short-term reversal,0.063611
2017-06-30,Volatility,0.010965
2017-06-30,Size,0.019137
2017-06-30,Liquidity & volume,0.022706
2017-06-30,Market correlation,0.035713
2017-06-30,Short positioning,0.065958
2017-07-10,Momentum & trend,0.042691
2017-07-10,Short-term reversal,0.015090
2017-07-10,Volatility,0.000641
2017-07-10,Size,0.014619
2017-07-10,Liquidity & volume,0.016848
2017-07-10,Market correlation,-0.034877
2017-07-10,Short positioning,0.026737
2017-07-17,Momentum & trend,0.055369
2017-07-17,Short-term reversal,-0.021484
2017-07-17,Volatility,0.061025
2017-07-17,Size,0.064677
2017-07-17,Liquidity & volume,-0.008315
2017-07-17,Market correlation,-0.074215
2017-07-17,Short positioning,0.053005
2017-07-24,Momentum & trend,0.074135
2017-07-24,Short-term reversal,-0.091500
2017-07-24,Volatility,0.138401
2017-07-24,Size,0.114186
2017-07-24,Liquidity & volume,0.021637
2017-07-24,Market correlation,-0.077000
2017-07-24,Short positioning,0.072662
2017-07-31,Momentum & trend,0.141193
2017-07-31,Short-term reversal,-0.094564
2017-07-31,Volatility,0.095745
2017-07-31,Size,0.089316
2017-07-31,Liquidity & volume,-0.018959
2017-07-31,Market correlation,-0.037736
2017-07-31,Short positioning,0.081191
2017-08-07,Momentum & trend,0.131865
2017-08-07,Short-term reversal,-0.074508
2017-08-07,Volatility,0.082668
2017-08-07,Size,0.080929
2017-08-07,Liquidity & volume,-0.054315
2017-08-07,Market correlation,-0.035869
2017-08-07,Short positioning,0.037057
2017-08-14,Momentum & trend,0.105298
2017-08-14,Short-term reversal,-0.072310
2017-08-14,Volatility,0.021720
2017-08-14,Size,0.063817
2017-08-14,Liquidity & volume,-0.026252
2017-08-14,Market correlation,0.055276
2017-08-14,Short positioning,0.016074
2017-08-21,Momentum & trend,0.038474
2017-08-21,Short-term reversal,-0.057927
2017-08-21,Volatility,-0.048532
2017-08-21,Size,0.045409
2017-08-21,Liquidity & volume,0.027292
2017-08-21,Market correlation,0.151834
2017-08-21,Short positioning,0.006726
2017-08-28,Momentum & trend,-0.089532
2017-08-28,Short-term reversal,-0.031096
2017-08-28,Volatility,-0.017756
2017-08-28,Size,-0.003042
2017-08-28,Liquidity & volume,0.058878
2017-08-28,Market correlation,0.169397
2017-08-28,Short positioning,-0.010403
2017-09-05,Momentum & trend,-0.012854
2017-09-05,Short-term reversal,0.028736
2017-09-05,Volatility,0.006713
2017-09-05,Size,0.020022
2017-09-05,Liquidity & volume,0.054781
2017-09-05,Market correlation,0.235087
2017-09-05,Short positioning,0.050861
2017-09-12,Momentum & trend,0.026436
2017-09-12,Short-term reversal,-0.011114
2017-09-12,Volatility,0.060400
2017-09-12,Size,0.096079
2017-09-12,Liquidity & volume,0.056784
2017-09-12,Market correlation,0.255548
2017-09-12,Short positioning,0.107567
2017-09-19,Momentum & trend,0.079411
2017-09-19,Short-term reversal,-0.038066
2017-09-19,Volatility,0.135271
2017-09-19,Size,0.131791
2017-09-19,Liquidity & volume,0.039137
2017-09-19,Market correlation,0.174551
2017-09-19,Short positioning,0.080399
2017-09-26,Momentum & trend,0.317336
2017-09-26,Short-term reversal,0.102867
2017-09-26,Volatility,0.180785
2017-09-26,Size,0.253047
2017-09-26,Liquidity & volume,0.077924
2017-09-26,Market correlation,0.197596
2017-09-26,Short positioning,0.152764
2017-10-03,Momentum & trend,0.298253
2017-10-03,Short-term reversal,-0.002353
2017-10-03,Volatility,0.163959
2017-10-03,Size,0.236703
2017-10-03,Liquidity & volume,0.072737
2017-10-03,Market correlation,0.148548
2017-10-03,Short positioning,0.093555
2017-10-10,Momentum & trend,0.224990
2017-10-10,Short-term reversal,-0.097572
2017-10-10,Volatility,0.147351
2017-10-10,Size,0.180407
2017-10-10,Liquidity & volume,0.058531
2017-10-10,Market correlation,0.093637
2017-10-10,Short positioning,0.062665
2017-10-17,Momentum & trend,0.190812
2017-10-17,Short-term reversal,-0.070631
2017-10-17,Volatility,0.119031
2017-10-17,Size,0.131181
2017-10-17,Liquidity & volume,0.056351
2017-10-17,Market correlation,0.068715
2017-10-17,Short positioning,0.059290
2017-10-24,Momentum & trend,0.187589
2017-10-24,Short-term reversal,-0.082216
2017-10-24,Volatility,0.093261
2017-10-24,Size,0.059253
2017-10-24,Liquidity & volume,-0.055993
2017-10-24,Market correlation,0.040769
2017-10-24,Short positioning,0.062277
2017-10-31,Momentum & trend,0.024766
2017-10-31,Short-term reversal,0.032984
2017-10-31,Volatility,0.023774
2017-10-31,Size,0.016645
2017-10-31,Liquidity & volume,0.045470
2017-10-31,Market correlation,0.044547
2017-10-31,Short positioning,0.053383
2017-11-07,Momentum & trend,-0.065841
2017-11-07,Short-term reversal,0.089740
2017-11-07,Volatility,0.022658
2017-11-07,Size,-0.044874
2017-11-07,Liquidity & volume,0.063438
2017-11-07,Market correlation,0.006369
2017-11-07,Short positioning,-0.029641
2017-11-14,Momentum & trend,-0.143781
2017-11-14,Short-term reversal,0.074927
2017-11-14,Volatility,0.003717
2017-11-14,Size,-0.082792
2017-11-14,Liquidity & volume,0.041556
2017-11-14,Market correlation,-0.011010
2017-11-14,Short positioning,-0.024031
2017-11-21,Momentum & trend,-0.139688
2017-11-21,Short-term reversal,0.044821
2017-11-21,Volatility,-0.003998
2017-11-21,Size,-0.067682
2017-11-21,Liquidity & volume,0.102688
2017-11-21,Market correlation,0.016298
2017-11-21,Short positioning,-0.027414
2017-11-29,Momentum & trend,-0.100087
2017-11-29,Short-term reversal,-0.086165
2017-11-29,Volatility,-0.015911
2017-11-29,Size,-0.022721
2017-11-29,Liquidity & volume,0.036774
2017-11-29,Market correlation,-0.025679
2017-11-29,Short positioning,0.014980
2017-12-06,Momentum & trend,0.029446
2017-12-06,Short-term reversal,-0.014590
2017-12-06,Volatility,-0.102742
2017-12-06,Size,-0.031224
2017-12-06,Liquidity & volume,0.025540
2017-12-06,Market correlation,0.117528
2017-12-06,Short positioning,0.092096
2017-12-13,Momentum & trend,0.082515
2017-12-13,Short-term reversal,-0.043713
2017-12-13,Volatility,-0.029568
2017-12-13,Size,0.033398
2017-12-13,Liquidity & volume,0.024754
2017-12-13,Market correlation,0.230082
2017-12-13,Short positioning,0.101481
2017-12-20,Momentum & trend,0.162388
2017-12-20,Short-term reversal,-0.083062
2017-12-20,Volatility,0.096721
2017-12-20,Size,0.169355
2017-12-20,Liquidity & volume,0.097253
2017-12-20,Market correlation,0.231868
2017-12-20,Short positioning,0.179402
2017-12-28,Momentum & trend,0.216978
2017-12-28,Short-term reversal,0.078524
2017-12-28,Volatility,0.115870
2017-12-28,Size,0.205053
2017-12-28,Liquidity & volume,0.093938
2017-12-28,Market correlation,0.201468
2017-12-28,Short positioning,0.142222
2018-01-05,Momentum & trend,0.092889
2018-01-05,Short-term reversal,0.027116
2018-01-05,Volatility,0.038095
2018-01-05,Size,0.091120
2018-01-05,Liquidity & volume,0.006576
2018-01-05,Market correlation,0.046930
2018-01-05,Short positioning,0.064048
2018-01-12,Momentum & trend,0.089552
2018-01-12,Short-term reversal,0.050841
2018-01-12,Volatility,0.038453
2018-01-12,Size,0.090011
2018-01-12,Liquidity & volume,0.058816
2018-01-12,Market correlation,-0.016108
2018-01-12,Short positioning,0.036085
2018-01-22,Momentum & trend,0.039568
2018-01-22,Short-term reversal,0.042287
2018-01-22,Volatility,-0.008380
2018-01-22,Size,0.053854
2018-01-22,Liquidity & volume,0.005521
2018-01-22,Market correlation,-0.020148
2018-01-22,Short positioning,0.007915
2018-01-29,Momentum & trend,0.019930
2018-01-29,Short-term reversal,-0.041601
2018-01-29,Volatility,-0.048205
2018-01-29,Size,0.005276
2018-01-29,Liquidity & volume,0.003495
2018-01-29,Market correlation,-0.011889
2018-01-29,Short positioning,0.000527
2018-02-05,Momentum & trend,-0.004389
2018-02-05,Short-term reversal,-0.044305
2018-02-05,Volatility,-0.085217
2018-02-05,Size,-0.073103
2018-02-05,Liquidity & volume,-0.070877
2018-02-05,Market correlation,-0.026313
2018-02-05,Short positioning,-0.023827
2018-02-12,Momentum & trend,0.131971
2018-02-12,Short-term reversal,-0.022443
2018-02-12,Volatility,0.023899
2018-02-12,Size,0.072329
2018-02-12,Liquidity & volume,-0.036936
2018-02-12,Market correlation,0.031729
2018-02-12,Short positioning,0.030157
2018-02-20,Momentum & trend,0.156759
2018-02-20,Short-term reversal,-0.067834
2018-02-20,Volatility,0.029470
2018-02-20,Size,0.083486
2018-02-20,Liquidity & volume,-0.072724
2018-02-20,Market correlation,-0.006523
2018-02-20,Short positioning,0.022595
2018-02-27,Momentum & trend,0.069567
2018-02-27,Short-term reversal,-0.028133
2018-02-27,Volatility,0.039074
2018-02-27,Size,-0.001142
2018-02-27,Liquidity & volume,-0.153336
2018-02-27,Market correlation,-0.133084
2018-02-27,Short positioning,-0.049475
2018-03-06,Momentum & trend,0.110473
2018-03-06,Short-term reversal,0.018832
2018-03-06,Volatility,0.159477
2018-03-06,Size,0.083289
2018-03-06,Liquidity & volume,0.071635
2018-03-06,Market correlation,-0.041124
2018-03-06,Short positioning,0.063431
2018-03-13,Momentum & trend,0.073581
2018-03-13,Short-term reversal,0.032260
2018-03-13,Volatility,0.092086
2018-03-13,Size,-0.035087
2018-03-13,Liquidity & volume,-0.029157
2018-03-13,Market correlation,-0.084087
2018-03-13,Short positioning,0.013731
2018-03-20,Momentum & trend,-0.006638
2018-03-20,Short-term reversal,-0.085666
2018-03-20,Volatility,0.089841
